views,likes,dislikes,comment,category,adview
158317,1274,30,314,G,1
3560921,13155,898,2465,B,4
798020,2459,103,144,D,19
236072,1691,36,140,G,1
3445,24,0,5,G,2287
1120,11,0,3,G,1
182077,110,19,13,G,1
1047069,969,322,45,G,19
182151,2748,236,1344,B,5
956413,2570,154,55,D,11
33373,134,12,16,C,1
164296,86,17,8,D,4
84856,1376,25,150,F,5255
61993,538,47,656,B,1
14458,160,2,175,D,1
1536473,1455,730,50,D,7
173870,577,49,23,D,1
836030,1357,64,320,D,1
158184,1895,22,64,D,1
406218,3562,50,482,B,124
39856,367,33,19,G,1
28628,280,7,44,B,367
295924,805,58,16,D,2
62200,153,5,13,B,4
162092,600,33,102,D,1
157441,2613,43,1052,F,1
1977,5,1,0,D,2
8054,53,0,15,G,12
811335,1391,133,407,A,2
61971,597,14,56,D,50
39069,65,14,11,E,2
233308,2485,53,397,A,1
175448,33,20,17,H,1
997190,5857,129,605,E,16
3150,3,0,7,D,1
544305,12448,191,2066,D,1
8047,12,1,2,E,14
4170539,15688,652,60,G,11
508998,,,25,H,1
43824,912,19,54,D,1
15106,56,2,1,D,11298
175404,149,39,,E,1
1133,5,1,0,D,1
314695,664,162,33,D,4
220648,199,79,42,D,4
393566,918,61,41,G,2
110765,1028,37,360,G,1
79952,856,15,121,D,1
2811191,1821,930,639,H,1
4789362,25768,1385,1744,D,80
370695,604,95,54,D,1
2547,21,0,1,C,1
655563,10350,337,7660,D,2
159204,1368,55,172,E,20
174122,333,17,211,D,2
170455,419,5,41,G,1
53312,124,7,3,D,1
103284,387,21,155,D,5
1782304,3278,158,318,D,8
524666,6015,349,661,B,5
32155,67,6,27,E,1
14034,145,16,47,D,1
3780,36,3,0,D,1
4025748,20438,5792,9546,D,7
241401,5731,95,2639,D,2
4159,30,0,2,B,1
34497,58,10,6,D,1
171400,626,65,40,G,3
308316,3377,93,989,A,2
3603,12,0,7,G,1
217,0,1,0,D,1
988007,1275,356,141,D,1
386767,339,167,19,E,64
354866,2053,35,104,D,1
3898,20,1,1,D,5
3153,13,2,3,E,1
108364,102,29,20,D,3
1454625,7555,1774,4946,F,2
72704,227,5,66,D,1
10365,13,1,14,E,1
1260095,28544,253,2299,B,194
259836,254,40,13,D,6
6675937,29608,1897,7823,B,14
396356,1988,56,180,B,4
1191581,9863,363,4984,F,2
2613,28,2,5,D,2
5214,19,0,2,G,1
28086,791,21,313,H,1
115772,384,22,22,D,1
2333805,19343,262,1286,D,1
508351,,,17,G,1
1122586,1038,511,556,D,19
29968,5,0,1,D,5
1168849,417,186,91,D,37
1041798,9471,275,2987,F,9
91409,1411,52,158,H,1
9165,35,2,5,F,3
3275610,13542,1004,674,G,12
30605,36,1,2,D,2
306293,2310,216,551,E,2
232007,1736,40,344,D,2
203634,1128,51,110,D,1
589679,1117,132,59,D,4
176540,2096,185,129,E,1
578887,514,144,70,D,3
314140,607,140,206,D,8
11620,330,6,180,D,1
9871909,3288,2253,204,D,7
133196,410,17,24,D,1
16159,88,9,11,D,1
3585,3,0,0,D,4
224464,499,101,56,G,5
17089,56,9,2,D,1
869551,19080,554,834,F,2
86189,185,21,44,G,1
159539,593,35,7,D,1
113115,344,19,482,E,5
109150,777,19,41,G,1
2694359,9065,1424,1310,D,6
146985,1548,21,253,G,1
1656594,8071,1464,1125,D,5
610265,649,77,53,D,9
91029,142,55,11,E,3
256769,1144,43,53,D,1
95386,158,9,25,D,4
53711,373,21,55,E,2
28268,138,1,8,D,6
1319715,13580,197,2305,B,3
2515400,2594,1231,186,D,1
968861,2225,95,103,B,1
364008,1316,72,46,D,3
1578473,3115,406,113,D,9
3583567,10099,1161,484,G,6
11495954,19826,3543,1677,D,20
91002,281,19,1,F,1
508270,481,96,38,D,3
56634,86,8,6,B,9
18223,39,17,7,D,160
3704341,7583,438,380,G,5
2468,7,0,0,G,1349
62558,596,24,50,C,1
1271336,4107,379,729,D,6
468642,2441,61,37,C,1
1240489,3972,206,98,D,12
372090,5081,172,665,B,2
2576765,29832,1045,3739,B,11
207339,263,74,12,D,2
2204158,11791,250,632,G,2
4362,23,0,1,D,9
480799,2016,58,83,D,1
1232131,,,8,D,1
37152,45,28,3,C,1
6715864,8532,1064,269,D,3
3662669,3507,1303,194,C,4
6107,22,5,1,F,1
30531,225,4,367,D,2
106109,251,10,31,A,3
13426,78,2,2,E,2
41299345,112388,11764,2668,G,46
77458,37,13,2,D,71
29443,55,3,12,E,3
5685318,22375,3621,2737,G,50
1705109,1900,496,223,D,4
1105892,2616,98,136,B,3
308143,502,86,142,D,1
2731005,2898,544,62,E,4
11010,99,6,242,E,4
1646104,2006,533,101,D,8
5566,20,2,3,D,7
87351,119,4,1,D,1
35442,85,3,44,D,6
26482,273,13,71,E,1
127059,71,40,13,D,2
149675,348,16,39,G,1
616852,3020,132,83,D,1
92105,1289,12,113,D,2
603300,5198,235,1671,F,4
18493,1034,41,106,D,1
1221962,2505,264,267,E,45
331564,286,69,27,D,14
90236,548,8,3,D,9979
613374,4284,213,1704,F,1
226745,869,53,176,C,1
893721,1517,143,48,D,3
1027402,19793,2392,1809,E,1
42920,7,6,0,G,1
308501,1355,43,122,G,12
6668,32,2,4,D,1
3539492,2847,1345,141,E,53
143954,384,19,27,G,11
237724,581,44,22,D,1
167691,493,26,163,D,2
41277,463,23,110,D,1
224969,208,55,2,D,14
8674,70,1,24,D,1
1667,9,0,0,C,2
17801,51,1,1,G,1
38949,177,36,6,G,1
63899,1721,15,238,C,1
790812,4536,214,113,G,374
384948,1903,88,150,D,1
36314,89,4,12,D,1
690106,2061,223,140,D,2
325341,689,20,42,D,1
486199,537,120,50,D,3
391338,2096,124,983,E,2
1275944,823,406,51,E,1
428617,1474,72,401,A,9
291909,1055,82,23,D,3
10989,190,18,20,D,1
445334,3390,169,170,D,3
3223388,1183,771,59,D,1
308139,2376,381,174,B,5
5995,58,0,4,G,1780
1591342,5046,828,110,F,3
508,0,0,0,D,2
1403,,,,D,4
60316,74,5,16,E,2
33491,187,4,11,C,1
22956,1139,11,151,A,1
137565,3154,166,2005,D,89
552881,839,231,391,D,3
218348,491,57,58,D,5
132998,282,20,16,D,4
65294,417,4,16,G,1
152438,255,27,5,F,1
587440,2807,598,192,G,3
2073994,3705,308,1562,E,4
1929924,19687,845,1419,B,2
185346,147,57,14,D,9
24639,237,5,133,D,1
351,10,0,1,G,2
24717,30,16,3,D,1
178478,119,75,24,D,1
446,10,0,4,D,336
300094,783,61,94,D,2
290529,638,240,44,G,86533
3957145,18611,877,1051,G,8
64846,46,5,0,D,1
54839,342,13,297,D,4
13685,248,12,47,F,1
2488150,15346,3873,7179,D,2
1133868,292,152,29,H,3
16001,215,57,57,D,1
296293,951,87,92,D,1
30148,47,24,1,D,12
681067,1281,205,76,D,1
165609,615,20,135,G,1
738156,474,167,61,D,9
8459,45,4,15,D,5
125814,445,43,34,G,1
387065,780,107,80,D,7
348926,349,60,9,D,1
47504,373,14,71,E,1
216433,1376,159,451,B,2
18962,45,11,11,G,7
1514,1,1,0,D,1
229223,861,78,104,G,12
405785,231,76,26,D,2
982610,967,332,98,G,1
8251,78,2,7,B,1
658672,1405,141,123,D,3
107427,100,25,18,A,29
3041998,9641,2542,507,D,23
1503993,946,446,46,D,7
23279,153,7,23,D,1
197253,245,48,6,D,11
50053,49,6,0,D,1
96809,3152,38,348,D,45707
130161,260,1,21,G,14
104,2,0,0,D,3
1532929,14348,168,1354,G,80
37925,988,9,42,D,49
264610,190,30,23,D,6
68968,219,8,64,D,7
2845,2,1,1,D,424
147833,128,27,10,H,2
7862,52,1,2,D,1
616871,3221,71,117,D,2285
1866201,5153,555,960,D,7
1954,0,0,0,D,1
1628006,3908,246,170,D,65
542157,6372,208,566,B,15
17275,421,15,211,D,3
630204,1017,74,86,B,1
51868,170,52,170,D,1
74264,247,10,6,G,1
32605,43,9,4,G,1
530873,1243,137,115,D,2
872,5,0,0,D,11
5399014,23497,723,991,D,1
393584,9697,255,1580,F,1
33932,78,7,5,E,2
381861,1463,149,41,F,19
643,3,0,4,D,1
299626,431,189,38,D,1
1161872,5198,858,430,E,17
401,1,0,0,D,2
183408,146,34,12,D,1
207890,522,47,87,G,1
1332,2,4,3,D,26
686748,1487,103,132,D,1
1319561,1953,243,85,D,4
28134,79,7,12,H,3
451,1,0,0,G,124
500,24,2,6,F,3
593747,4273,82,584,B,8
850815,2635,575,687,D,1
1651106,12914,345,512,B,1
120586,340,23,100,E,1
1097236,10667,483,1700,B,3
594523,7772,141,606,B,3
841973,9243,97,726,E,22
519348,3661,69,193,G,1
329322,870,83,113,B,1
10519,79,12,18,A,4
1844668,6986,364,722,D,4
20932,381,8,27,C,1
1686437,1373,504,345,D,22
21920,54,17,5,H,1
1243623,14190,119,718,G,4
318781,2045,237,1847,F,1
5990,11,31,5,B,3
88803,376,26,20,G,3
46470,618,13,59,B,2
563231,592,129,41,H,2
25606,188,11,9,F,1
2067,12,4,2,D,1
70013,1264,16,87,G,22040
42567,55,43,13,D,3
233369,285,90,16,D,3
1407451,9068,1093,3492,F,1
83587,101,25,28,D,3
1465,2,0,0,D,1
65668,129,10,11,H,1
331692,571,65,32,D,4
3536247,10933,1414,397,D,12
5903,2,0,0,D,1
11480,276,2,5,D,18
11979,12,2,1,B,1
31959,520,5,93,A,1
240604,731,34,90,G,27
23891,66,32,7,F,365
373400,680,44,23,D,1
1127725,13869,541,1317,D,2
66353,341,17,42,G,1
10059,15,15,,H,1
282212,789,37,87,G,1
31517,145,2,10,C,1
1575020,1096,464,258,G,1
497556,4703,94,212,E,1
223735,2131,30,455,A,1
11975,24,0,3,D,7678
27106,19,7,1,D,1
169,0,0,0,D,1
6780,30,1,1,G,4
20499,73,11,10,E,2
222090,273,43,1,D,8
1351635,1567,440,68,D,23
2692188,5604,855,408,C,4
1883,21,0,1,G,1
151637,1047,38,493,E,2
173493,1456,29,515,D,1
206973,343,45,17,D,7
16958,35,7,0,G,3
508833,804,178,233,D,7
127575,527,17,16,D,24
56966,159,6,23,D,11
358033,1729,113,75,A,1
536447,2714,408,1917,F,1
64185,725,76,132,F,2
77259,120,8,2,D,2
180304,270,15,15,D,77
228480,419,35,11,D,3
425803,769,97,22,D,9
8280,98,9,14,C,1
98956,339,10,29,G,1
70934,63,31,9,D,1
138753,211,57,7,E,4
12460,416,10,31,D,1
177671,296,71,10,G,3
203,1,0,0,D,17
905096,860,265,161,D,14
202799,67,17,1,D,3
535791,597,144,55,H,4
1676,6,0,1,G,1
36096,228,15,439,D,1
1302891,5853,341,774,A,1
33375,424,3,56,G,9
1147466,12046,328,1082,B,3
105185,369,26,64,D,1
5105170,5008,1561,609,D,16
613622,664,157,35,D,10
791233,12336,409,1637,B,1
12399,20,0,2,D,1
5511,20,4,2,D,1
1503,7,0,0,D,1
182237,713,205,662,D,5
57489,110,14,9,D,5
1627,3,0,0,A,1
32719,376,11,52,F,2
16386,5,0,0,F,15754
9482,20,2,1,D,1
13178,89,9,7,D,10
3416498,11957,844,1421,D,1
78505,562,18,34,C,2
6057,26,0,2,D,2
75761,418,20,129,D,2
7360,81,1,4,G,2125
2423703,2502,1496,161,D,2
32207,98,69,63,D,2
406470,576,108,25,F,31
1056393,7582,1429,1601,G,2
1362,3,3,0,E,335
11886135,7083,5339,107,D,1
92035,34,28,2,D,4
3359058,27167,1104,2896,D,2
481799,3943,389,244,D,1
9284,11,49,23,B,771
873,1,0,0,D,1
440026,7478,88,1162,B,2
260824,233,80,119,D,2
84450,87,25,7,D,1
1486297,1292,365,48,D,15
78941,65,46,9,D,3
8018,24,3,4,C,1
496266,429,76,220,E,1
589,7,1,0,D,21
248,9,0,0,C,1
17562,211,10,38,D,4351
238886,444,127,33,G,24
187836,129,53,3,D,1
39201,244,2,18,G,1
217229,1651,291,426,D,1
16877,23,5,4,D,4
84537,369,13,33,C,15
161025,433,27,12,D,3
322041,244,89,143,A,1
189,1,0,0,G,1
1654935,2802,569,156,D,19
163,0,0,0,D,2
84750,139,10,9,E,8
173659,1644,146,223,F,27
13096,,,,G,1
93028,540,32,92,B,2
89888,544,18,9,D,4
2005,5,0,0,D,87
381445,918,175,176,E,8
33446,22,3,1,D,4
308906,5115,401,1997,F,1
255644,744,17,93,D,1
48102,381,23,49,G,2
30448,243,15,57,D,1
563031,8712,674,1027,B,1
152883,237,50,33,E,1
16984,74,3,9,D,3
3148,8,19,0,F,1
318,21,0,1,D,2
723714,1479,328,94,G,44
2715645,17607,796,951,E,28
14879,45,4,4,G,1
227,1,0,0,C,2
373940,713,20,45,G,1
267,,,,D,6
118745,503,26,64,D,1
7055799,5432,2861,249,D,49
1103198,1639,180,31,D,2
183681,132,67,12,E,8
46589,56,9,2,D,2
166896,1053,10,62,G,2
9042,22,1,1,A,1
167677,3884,56,1613,B,92
2826247,8027,311,335,D,1
194378,258,36,33,G,16
194997,358,8,44,D,3
882549,1403,46,99,D,1
72460,599,18,29,F,2
557958,7068,462,932,H,3
30335,207,7,41,D,1271
12629,14,3,3,D,1
7856,,,1,D,509
3376,6,1,1,D,3
54650,171,25,5,D,575
868316,771,109,139,E,1
53269,114,3,6,D,1
643291,2621,654,1851,B,2
10264,135,8,25,G,1786
61400,57,31,,C,2
389564,1469,26,26,D,1
3425280,26023,745,1834,G,3
1181570,3870,84,120,E,3
38055,674,29,49,G,1
492712,2917,426,695,D,2
3192,32,4,13,D,1
97994,103,32,25,G,1
20334,122,10,3,D,1
718780,8078,996,2461,H,5
1038092,1495,182,63,D,2
765427,11085,328,4740,D,2
151824,2056,120,2310,E,1
59095,302,28,68,B,1
2828201,24054,1332,2330,D,5
4947,17,0,0,D,2
86775,1036,103,263,F,25
364215,1076,240,279,A,3
628575,1455,206,46,D,1
15907,140,5,21,D,2
644621,171,53,16,E,7
4134,10,2,0,E,176
355135,1282,404,274,E,6
519106,2421,192,312,D,2
547976,701,127,61,D,5
2978061,602,365,40,H,7
2457453,25668,1636,2182,G,1
566521,1715,122,46,D,2
392,4,0,2,D,1
68460,276,9,38,D,1
242363,223,34,13,D,1
108799,187,26,8,D,2
17164,8,1,0,D,2
37352,377,8,61,D,1
43713,29,9,5,H,1
35108,671,9,231,H,1
3579098,22653,570,791,G,7
288,1,0,0,D,2
302844,264,35,60,E,1
72332,99,80,37,G,1
4698,45,0,0,G,1
347013,322,48,29,D,1
19627,26,2,0,D,2
37060,164,3,22,G,1
188752,375,24,16,D,1
1223654,1322,151,35,D,3
6453,9,2,0,D,5783
2105469,13221,886,1386,D,3
119710,1062,9,74,G,1
1185311,8851,4252,,F,1
141425,2747,28,116,G,1
60585,103,19,3,G,1
27117,39,3,0,G,2
136687,25,22,0,D,134362
2798421,1334,610,90,D,1
127535,54,11,0,H,1
234971,950,87,70,D,12
140936,3382,13,254,D,1
710749,1154,198,44,D,10
610551,323,153,27,D,1
944,15,1,,C,5
6083287,18904,2956,1544,C,28
421641,163,43,103,A,1
417515,146,92,5,H,1
62663,80,24,3,E,1
469701,805,70,257,A,1
55082,155,7,40,D,18782
12728,370,1,75,C,1
8913,82,3,5,F,1
79744,892,16,130,A,2
13667,102,0,9,D,1
154690,181,45,19,H,2
17744,87,3,3,G,1
421197,273,135,11,E,3
27284,62,5,10,C,1
3429,2,0,0,D,1
138116,193,60,70,E,25
77320,127,28,11,G,1
1206376,1168,109,28,D,4
46809,263,40,14,D,1
381077,551,120,231,D,1
205426,85,23,1,D,2
570677,977,137,153,D,6
413654,1156,85,101,D,4
100753,59,12,4,G,3
72231,87,19,12,D,2
425,0,0,0,E,208
1631585,9346,775,591,D,2
1651719,12067,2532,5258,D,2
2241,21,0,6,E,1
43276,62,8,20,E,3
12274,110,0,7,G,1823
1550094,3034,290,73,D,14
70725,161,18,11,D,20
1532310,2753,592,245,D,2
1679553,10507,617,1090,B,9
15206,3,2,0,D,14259
95890,204,15,7,D,1
583613,1309,168,117,E,2
9216558,37288,4312,8536,D,4
1761222,15529,718,1215,G,5
368635,2280,56,91,G,1
398226,1806,59,141,D,1
77047,97,7,8,D,1
3305,10,2,1,E,3
5618734,6659,1628,653,C,6
369,1,0,1,H,1
1880,17,0,0,D,4
213493,1084,173,866,C,2
338337,10019,125,683,F,9
32195,98,24,36,D,2
44738,537,29,135,H,1
11695,113,8,8,D,1
45204,73,11,7,D,2
96461,238,10,26,B,2
3470,84,1,11,F,3
2041474,2799,478,99,E,1
547,17,0,1,G,1
200879,236,64,6,G,1
204950,1402,94,206,D,84
1360544,4145,828,390,D,92955
2110051,11374,408,1068,D,4
67223,49,19,3,G,1
103903,95,45,11,D,8
2110,1,0,0,E,1
1803258,8003,1056,2223,D,1
107854,122,146,148,D,1
39949,51,18,4,A,3
2410911,8457,1880,561,C,5
9172,37,4,3,F,1
144730,1057,50,96,B,2
588,5,1,0,D,1
112396,256,29,22,C,1
549396,2835,88,736,E,4
3435,10,2,0,G,1
193225,278,35,8,D,1
1262512,1657,212,42,D,18
22521,54,6,31,G,1
245997,248,41,12,G,18
172835,179,34,15,D,1
49477,986,19,247,G,882
636454,1345,144,155,B,1
1054103,1102,424,169,D,3
599589,1101,92,20,D,2
149298,1284,38,182,D,1
138157,199,21,14,D,2
51354,453,2,14,G,1
84460,347,4,83,C,17
34900,904,10,122,D,2
2472370,16821,256,781,G,1
452217,864,54,36,D,2
93,0,0,0,D,1
2808099,19619,205,506,E,13
1222497,2638,163,315,D,2
184093,47,25,1,D,2
69325,87,20,7,D,4
16364,30,1,6,H,1
846187,1859,115,55,B,5
691243,491,293,22,E,105
159940,1342,40,1414,D,1
399662,1640,99,175,A,2
200842,2225,98,1813,B,2
202653,680,83,47,D,1
1308818,6900,419,442,D,8
2002525,10266,1365,924,C,3
465229,3399,51,175,G,2
558782,3661,756,1881,F,1
8701,18,0,4,D,1
571152,5005,179,1312,D,2
4933,14,7,1,E,3
76871,455,45,95,D,1
171589,605,93,113,E,1
9312,22,0,0,D,7
76537,239,13,9,D,3
247202,1100,14,115,D,2743
1034,0,0,0,E,1
333710,1990,44,224,G,1
214201,638,42,31,D,1
145498,804,123,77,G,1
5271395,7050,499,922,G,4
394223,1181,41,30,D,1
134977,264,14,9,D,7
33108,160,1,4,G,1
72620,40,16,4,D,1
1489039,1156,453,53,E,2
10422769,14709,3287,632,D,724
6221,11,2,6,D,1
251139,486,33,46,B,1
152199,365,57,634,D,1
454075,915,135,49,D,2
21959,13,6,0,E,1
2486188,31243,550,8116,B,17
9951,8,1,0,E,1
99161,202,38,10,D,3
407528,480,246,23,E,5
12809,6,0,0,D,11317
158654,843,74,84,D,3
32451,3,1,0,C,32099
637187,1042,269,91,E,9
8823,4,6,0,D,1
20338,100,11,12,A,2797
126455,78,16,8,D,1
7723,11,3,,C,1
55707,326,65,12,C,1
792923,3430,596,1810,B,3
20605,36,7,5,A,1
45923,35,6,0,D,5
211181,2715,77,601,B,2
150773,3,0,0,D,149853
123120,576,60,68,E,2
24748,1,0,0,D,22646
24320,201,9,54,A,5
54216,284,12,17,D,1
136406,1586,36,243,G,10832
660062,9171,253,1019,D,1
111053,883,38,42,B,2
19659,44,0,2,D,1
2055,12,0,0,D,2
212275,1937,26,204,D,29
2846917,9775,1317,463,C,6
212059,1213,34,9,C,1
752676,3666,175,279,B,30
21191,148,8,16,D,1
190147,3418,247,515,D,2
383832,2793,274,305,H,2
510714,963,256,125,D,2
42213,33,13,0,C,1
29559,109,30,9,B,5
2112826,3946,409,404,D,5
89401,303,58,500,D,3
951100,6129,518,3079,F,1
715623,6932,179,964,F,1
73008,347,16,141,D,4
3595996,11553,1210,844,G,4
62276,47,53,5,D,1
1643162,2381,315,389,G,8
3076,3,4,0,D,1
438184,2365,90,77,C,10
96681,197,8,14,B,1
19270,42,5,2,D,1
9888,54,5,1,E,38
4409,6,1,0,D,1
933328,6147,612,2739,B,42
776763,5137,119,952,D,125
3627,63,0,37,D,1
3092,13,2,4,F,1
2949171,1717,817,98,D,13
13038,61,7,10,A,6111
178320,73,45,13,D,1
11185,75,6,30,D,1
1598,7,7,3,B,528
490022,2771,115,230,D,3
7713,52,9,84,E,2
18328,97,8,47,A,1
5541,19,0,0,C,1
57775,275,6,9,D,1
1718,13,0,7,C,1
487,1,0,0,G,1
1435800,4166,294,632,A,255
3636,63,0,93,D,3
4523,49,5,24,D,1
3101091,10398,591,1061,E,2
9638583,47335,2683,2600,G,16
602,4,0,0,D,16
343584,688,50,39,D,7
1793895,870,420,72,D,4
9255,49,1,0,G,4507
1497,9,0,0,D,1
104862,1815,36,558,D,1
762,7,0,0,G,149
966922,1580,247,77,D,18
76358,621,13,15,D,1
1452503,20114,728,3428,B,3
139144,1306,94,335,A,1
124080,1215,5,97,G,1
173566,307,154,79,G,2
125160,2329,82,530,D,3
1587505,1007,437,59,D,7
2120320,4205,430,116,D,52
4317,12,0,0,G,1
109237,5467,116,786,G,4
6298037,25943,4870,1866,C,3
20981,32,1,1,D,4
119345,74,19,1,D,1
576093,3061,148,417,G,36
50386,32,11,7,D,2
641237,2195,385,488,D,1
676142,1100,69,46,D,26
33945,306,8,14,D,2
630750,548,144,55,D,7
626346,9529,339,889,H,3
14120,12,2,0,D,1
73133,442,26,209,D,1
354,0,0,0,D,1
714339,1244,163,60,G,1
3459632,18640,919,834,B,4
145188,480,46,14,F,1
347947,872,90,31,D,6
3115,1,1,1,D,1
678157,1005,297,194,D,16
8214,51,7,12,G,3
522584,3327,200,,D,3
1425,13,0,11,F,578
76284,1414,24,143,D,1
4369332,9915,1864,406,C,14
254700,3336,89,746,F,3
2676,7,0,0,H,2167
33558,79,4,8,B,1
11458,19,2,3,D,1
2173,24,1,6,G,1176
33834,71,3,21,E,2
2234,2,0,1,D,67
2291975,24903,1328,2836,H,6
156037,3911,150,365,D,1
125184,131,29,7,E,1
475038,1332,98,486,D,17
315985,1432,273,47,B,5
123766,4065,59,308,G,1
7654,23,5,0,G,6
349309,381,97,48,D,1
500375,1462,120,112,D,98
856143,1695,141,145,G,1
126145,112,16,48,G,1
153572,149,10,15,E,7
8769190,31744,1593,1236,D,1
69299,1622,33,461,D,1
45499,386,5,50,D,1
541575,5414,158,527,G,2
1057811,10426,334,2357,F,1
6178,115,2,53,D,2
175486,950,77,295,F,9
3214322,21950,1424,1248,B,4
3738192,23469,1234,1160,D,2
273605,2516,38,297,D,2
100076,1818,69,405,D,1
47290,81,14,3,H,2
469851,1706,142,140,E,4
408027,7438,100,1654,E,1
32622,30,7,4,E,1
455371,4582,455,447,B,19
128867,655,22,240,D,8
126449,102,20,4,D,50
620959,1518,201,316,D,10
442978,1421,205,3135,D,1
185396,214,45,12,D,3
619,0,0,0,D,2
7392,8,6,0,C,12
123807,1660,21,274,D,4
99,0,0,0,D,2
323348,781,66,225,A,1
82324,252,8,27,G,2
692638,141,54,25,D,28
264014,768,30,108,G,2
204437,500,30,22,D,4
16872,377,3,272,E,1
26775,15,9,3,E,1
652811,2093,164,80,D,5
53702,798,19,103,F,1
16755,79,20,48,D,2
438450,6755,583,1010,D,7
970339,850,536,46,D,4
33853,129,8,9,B,1
266307,919,72,49,D,3
242927,2880,59,724,H,3
417691,2360,144,468,E,2
45994,124,1,32,D,1
71782,549,15,44,B,3
1147,24,1,18,E,5
467249,5272,184,617,E,1
1561514,7372,987,1048,D,1
14541,35,2,4,D,1
60139,150,26,8,D,1
255775,,,46,F,3
187233,118,62,,C,9
278594,6358,507,858,G,1
456206,669,57,15,D,24
11812,35,0,1,G,1
129260,185,12,11,D,5
120768,131,6,21,G,1
1190438,1943,132,169,G,117
479324,2223,304,605,H,1
5083857,31176,1532,1245,D,30
89068,262,26,41,H,1
500233,472,140,72,D,17
935,2,0,0,D,3
20650,37,4,7,D,1
296265,1370,47,582,E,1
44166,44,16,3,D,2
932521,1500,283,156,E,9
91321,80,8,5,D,10
252986,4657,116,4178,D,6
207385,2914,112,573,B,2
156788,1184,145,,D,1
1907,35,2,8,F,4
35491,173,8,256,E,2
4543,121,9,10,D,1
6942,121,2,38,D,1
1980,37,5,21,F,1
369350,4093,74,551,F,16
120982,1992,17,166,F,3
18673,393,14,386,D,1
417177,285,147,34,E,1
132129,253,17,38,E,1
2559466,11082,721,2152,A,9
701887,11343,91,2039,B,5
83554,90,26,11,D,1
23618,17,3,1,G,7
6119151,19213,972,684,D,157
55252,1494,136,473,B,2
86138,465,19,22,D,4
11059,81,5,4,F,1
67069,3510,50,196,A,3
161431,147,25,14,D,28
584,18,0,27,D,4
545950,2209,271,1547,F,1
172007,1075,32,116,B,2
734978,3693,1596,1872,D,8
1279,1,0,0,D,1
157494,191,40,30,A,7
51887,307,12,17,E,1
66298,51,11,2,D,8
19201,30,0,11,E,1
11041,29,3,0,E,1
318181,1133,22,83,G,4
73774,108,64,81,D,5
1390,0,0,0,D,4
443391,2741,312,260,D,4
310,13,0,3,D,1
810135,452,204,86,D,3
2831602,2585,374,84,E,2
12994,25,3,5,E,1
623612,1610,199,122,G,72
20833587,9461,6602,485,D,5
412408,1242,46,64,D,2
131810,652,10,60,D,1
6053,82,3,41,D,4
3377,22,2,3,F,1
2295174,2734,949,435,D,13
425624,3668,173,513,E,6
388164,900,67,58,D,4
121225,423,112,430,C,1
357921,500,57,54,E,1
14659,30,7,6,D,1
852512,1884,246,106,H,1
1570,24,0,3,D,1
70538,848,33,224,D,2
62065,126,4,12,D,1
7855,2,1,0,C,7207
1018021,5756,358,416,D,1
24326,354,17,14,D,1
207,1,1,0,D,1
48303,151,33,176,F,2
259064,530,204,359,E,1
847979,581,109,82,D,40
3058,4,0,0,F,1
8460,14,2,3,D,1
121058,,,0,H,1
62632,236,14,24,E,1
687629,566,105,,E,3
105499,275,14,7,D,1
4893201,3747,2157,,D,114
15371,10,5,2,D,1
1338557,7873,788,11728,D,10
233976,699,66,14,D,3
402238,2282,144,141,G,10
635502,1310,269,73,D,5
7100,48,7,3,E,1
1111645,372,308,23,D,12
51329,464,7,36,D,5
72465,281,9,133,D,3
4070,57,0,5,G,1
232393,217,117,0,E,1
110369,32,10,7,H,1
29842,240,3,0,D,22800
7929,34,1,2,D,1
8208709,12988,610,1298,G,10
240647,157,142,,H,2
302059,3050,40,374,F,6195
18591,25,3,1,E,1
91634,67,20,1,B,3
32795,139,11,24,G,1
245466,954,29,33,E,3
1090190,1410,144,112,G,68
2667042,19553,1081,480,D,1269
1270851,18997,1008,1713,D,9
116905,81,19,23,D,1
377180,521,532,51,D,1
5501,2,1,,C,1
2368,59,3,31,D,1
67252,193,26,19,G,2
74044,464,38,342,D,1
183213,269,74,56,G,2
574853,2122,388,738,D,1
33507,109,7,14,G,1
62883,900,32,45,D,4
563581,534,63,102,D,2
100,4,0,2,D,2
96908,1408,19,502,F,1
768,3,1,0,D,1
99385,495,19,27,F,1
557200,1894,128,389,G,1
3848,,,2,D,1
461356,6957,129,567,D,4
336413,530,126,38,D,8
132333,1248,30,275,F,7905
1578050,11863,3567,791,E,2
1948487,5510,567,1749,D,1
1932984,19034,1185,1438,D,3
33672,172,23,2,D,13
453985,464,60,15,D,1
608009,4482,126,284,E,3
524430,,,150,D,1
416233,507,34,56,D,12
1675763,10088,1804,3172,D,10
409517,674,69,42,D,1
122797,982,10,43,E,6
275642,1531,60,214,D,1
71178,440,157,527,D,3
19409,101,7,11,G,1
1041537,472,130,48,E,7
1578607,1578,628,90,D,8
970873,2289,199,573,D,11
4310,12,6,10,D,1
20404,45,3,4,G,2
173,0,0,0,D,1
158208,106,51,7,D,5
308335,2788,136,1495,F,3
483829,794,75,47,D,3
436,13,0,4,C,1
408260,612,113,88,D,1
289205,1966,84,163,G,2
337771,3804,26,342,F,2
315,0,1,0,D,3
5097,54,1,15,D,1
57249,729,18,35,G,1
8321,8,9,21,D,1
218455,177,79,11,D,4
14249,39,4,4,D,1
259973,1387,83,585,D,4
